POLYMER_NAME,SMILES,MolWt,LogP,TPSA,HDonors,HAcceptors,RotatableBonds,ValenceElectrons,HeavyAtoms,RingCount,FractionCSP3,AliphaticRings,AromaticRings,SaturatedRings,AliphaticCarbocycles,AromaticCarbocycles,SaturatedCarbocycles,AliphaticHeterocycles,AromaticHeterocycles,SaturatedHeterocycles,RadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,BalabanJ,BertzCT,Chi0,Chi1,Kappa1,Kappa2
Epoxy,C1OC1C2=CC=CC=C2,120.15099999999995,1.7579,12.53,0.0,1.0,1.0,46.0,9.0,2.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.10595724459041302,-0.3680470254929766,0.3680470254929766,0.10595724459041302,2.2860713078743733,188.98242576044356,6.104448006685085,4.4663264951887856,5.0039945699897,1.8484462132058532
Phenolic,C1=CC=C(O)C=C1,94.11299999999997,1.3921999999999997,20.23,1.0,1.0,0.0,36.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11507481947527982,-0.5079669948663066,0.5079669948663066,0.11507481947527982,3.0214653097240856,134.10736969541455,5.112884175122364,3.393846850117352,4.18611295681063,1.6461962159398054
Melamine_Formaldehyde,C1=NC(N)=NC(N)=N1,111.108,-0.9640000000000002,90.71,2.0,5.0,0.0,42.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22428541659767146,-0.36764570234105964,0.36764570234105964,0.22428541659767146,3.077660437970554,167.53358594239864,5.983127663125442,3.787693700234704,4.761285930408471,1.6082679567960434
Urea_Formaldehyde,NC(=O)N,60.056,-0.9762,69.11,2.0,1.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309056401422831,-0.3518462395056391,0.3518462395056391,0.309056401422831,2.8030394876740514,29.019550008653873,3.5773502691896257,1.7320508075688772,3.2700000000000005,0.7105286343612336
Polyimide_Modified,O=C1NC(=O)C2=CC=CC=C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polyamide_12,NCCCCCCCCCCCC(=O)O,215.33699999999996,2.9307000000000007,63.32000000000001,2.0,2.0,11.0,90.0,15.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3028395565321837,-0.481230389785217,0.481230389785217,0.3028395565321837,2.8946809694676436,148.55754552798547,11.355524862241651,7.270055610029663,14.429999999999998,11.50446016381236
Polyamide_11,NCCCCCCCCCCC(=O)O,201.30999999999997,2.5406000000000004,63.32000000000001,2.0,2.0,10.0,84.0,14.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3028395565321837,-0.481230389785217,0.481230389785217,0.3028395565321837,2.884064614706359,137.24922110379617,10.648418081055103,6.770055610029663,13.43,10.510450522928398
Polyamide_6_10,NCCCCCC(=O)NCCCCCCCCCC(=O)O,300.4429999999999,2.8271000000000006,92.42,3.0,3.0,15.0,124.0,21.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3028395565321837,-0.481230389785217,0.481230389785217,0.3028395565321837,3.1382514631190865,270.24770349301787,15.76130225617747,10.163902460147014,19.9,15.291909295219817
Polyamide_4_6,NCCCC(=O)NCCCCCC(=O)O,216.28099999999995,0.4864999999999999,92.42,3.0,3.0,9.0,88.0,15.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302839565984305,-0.4812303897601587,0.4812303897601587,0.302839565984305,3.1602815360880454,195.10652223979864,11.518661569058182,7.163902460147014,13.900000000000002,9.45483670617463
Polycarbonate_Mod,O=C(Oc1ccccc1)OCC,166.17599999999993,2.2218999999999998,35.53,0.0,3.0,2.0,64.0,12.0,1.0,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5133306287086709,-0.43427867686298793,0.5133306287086709,0.43427867686298793,2.471665960685077,243.21037742768323,8.811554787871634,5.825698502695489,8.585328884652048,4.384869939185937
PET_Recycled,OCCOC(=O)C1=CC=CC=C1C(=O)O,210.18499999999997,0.5339,83.83,2.0,4.0,4.0,80.0,15.0,1.0,0.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3385901810523384,-0.4776203381243126,0.4776203381243126,0.3385901810523384,2.9229450292375327,371.83042670586934,11.259148545064338,7.163902460147013,11.196219512195123,5.113340029696918
PLA_Reinforced,CC(O)C(=O)OCCO,134.131,-1.0973000000000002,66.76,2.0,4.0,3.0,54.0,9.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3342420264255091,-0.46133932280206114,0.46133932280206114,0.3342420264255091,3.2754791212791776,88.95878455585176,7.276020881938895,4.180739212552622,8.390000000000002,4.286691532146363
ABS_Modified,C=CC1=CC=CC=C1C,118.17899999999997,2.638020000000001,0.0,0.0,0.0,1.0,46.0,9.0,1.0,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.023323812006378338,-0.098460183758595,0.098460183758595,0.023323812006378338,3.1479791300397526,211.03322454351996,6.69023444431199,4.342535255101096,6.085628140703518,2.492201093530749
HIPS_Modified,C=CC1=CC=CC=C1C,118.17899999999997,2.638020000000001,0.0,0.0,0.0,1.0,46.0,9.0,1.0,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.023323812006378338,-0.098460183758595,0.098460183758595,0.023323812006378338,3.1479791300397526,211.03322454351996,6.69023444431199,4.342535255101096,6.085628140703518,2.492201093530749
ASA_Modified,C=CC#NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN_Modified,C=CC#NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEEK_Modified,O=C1C=CC(=O)C=C1OC2=CC=CC=C2OCC,244.24599999999998,2.056,52.60000000000001,0.0,4.0,4.0,92.0,18.0,2.0,0.14285714285714285,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2208069961466388,-0.48996671356671634,0.48996671356671634,0.2208069961466388,2.2369553495343286,540.4799027108276,12.957819157813608,8.702708600407234,12.106323039940829,5.313943987314113
PEI_Modified,O=C1NC(=O)C2=CC=CC=C2O1CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPS_Modified,C1=CC=C(SC)C=C1,124.20799999999997,2.4085,0.0,0.0,1.0,1.0,42.0,8.0,1.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.006906893238164152,-0.1296018262146687,0.1296018262146687,0.006906893238164152,2.8320858350070908,145.73281445033504,5.819990956308912,3.931851652578137,5.702100396301189,2.7753267143123623
PSU_Modified,O=S(=O)(c1ccccc1)c2ccccc2C,232.30399999999997,2.827820000000001,34.14,0.0,2.0,2.0,82.0,16.0,2.0,0.07692307692307693,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2063487026550848,-0.21850405076821405,0.21850405076821405,0.2063487026550848,2.6160141192393143,586.3394760303494,11.596011838247808,7.621027033568036,10.892929887469862,4.1002940463635325
PES_Modified,O=S(=O)(c1ccc(cc1))c2ccc(cc2)C,232.30399999999997,2.827820000000001,34.14,0.0,2.0,2.0,82.0,16.0,2.0,0.07692307692307693,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.20608696213106079,-0.21851432284932779,0.21851432284932779,0.20608696213106079,2.5201504266600927,569.0894760303494,11.596011838247808,7.604190281162429,10.892929887469862,4.1002940463635325
TPE_Modified,CCOCCOC,104.149,0.6693,18.46,0.0,2.0,4.0,44.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06996451055832215,-0.38229774619848145,0.38229774619848145,0.06996451055832215,2.447472887876344,25.26112492884004,5.535533905932738,3.414213562373095,6.92,5.92
TPO_Modified,CCCCOC,88.14999999999999,1.4329,9.23,0.0,1.0,3.0,38.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04616613369353667,-0.38469037911960074,0.38469037911960074,0.04616613369353667,2.3390923149762908,15.900134529890124,4.82842712474619,2.914213562373095,5.959999999999999,4.960000000000001
EVA_Modified,CCOCCOC,104.149,0.6693,18.46,0.0,2.0,4.0,44.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06996451055832215,-0.38229774619848145,0.38229774619848145,0.06996451055832215,2.447472887876344,25.26112492884004,5.535533905932738,3.414213562373095,6.92,5.92
PCL_Modified,OCCCCCC(=O)OCC,160.213,1.1022,46.53,1.0,3.0,6.0,66.0,11.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30526743776382204,-0.46596920784737433,0.46596920784737433,0.30526743776382204,3.040425665876032,101.51029297451521,8.52709773749546,5.308060412490447,10.430000000000001,7.536044538706258
PBS_Modified,OCCCC(=O)OCCCC(=O)OCC,218.24899999999994,0.6453999999999998,72.83,1.0,5.0,8.0,88.0,15.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3053995335722081,-0.4659676268358388,0.4659676268358388,0.3053995335722081,3.297567393643473,190.25176926752528,11.518661569058182,7.201907262607799,13.900000000000002,9.45483670617463
PBAT_Modified,OCCCC(=O)OCC1=CC=CC=C1C(=O)OCC,266.293,1.679,72.83,1.0,5.0,7.0,104.0,19.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3380223110504505,-0.4623824236377499,0.4623824236377499,0.3380223110504505,2.624368777730874,427.5994297915969,14.08757566981053,9.185070510202193,15.178411214953275,8.26191632231405
PHB_Modified,CC(O)C(=O)OCCC,132.159,0.3203999999999998,46.53,1.0,3.0,3.0,54.0,9.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3341576054626797,-0.46379506882736865,0.46379506882736865,0.3341576054626797,3.2754791212791776,88.30376252379817,7.276020881938895,4.180739212552622,8.43,4.322705118842072
PHBV_Modified,CC(O)C(=O)OCCCC,146.18599999999998,0.7104999999999999,46.53,1.0,3.0,4.0,60.0,10.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3341577746610871,-0.46378420276128934,0.46378420276128934,0.3341577746610871,3.2224760342478187,99.02434166397533,7.983127663125443,4.680739212552622,9.430000000000001,5.233374532892362
