POLYMER_NAME,SMILES,MolWt,LogP,TPSA,HDonors,HAcceptors,RotatableBonds,ValenceElectrons,HeavyAtoms,RingCount,FractionCSP3,AliphaticRings,AromaticRings,SaturatedRings,AliphaticCarbocycles,AromaticCarbocycles,SaturatedCarbocycles,AliphaticHeterocycles,AromaticHeterocycles,SaturatedHeterocycles,RadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,BalabanJ,BertzCT,Chi0,Chi1,Kappa1,Kappa2
PAN,C=CC#N,53.06399999999999,0.6959799999999999,23.79,0.0,1.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09053137537380465,-0.19312126078672762,0.19312126078672762,0.09053137537380465,2.9217836800202113,48.793987519471216,3.414213562373095,1.914213562373095,3.2299999999999995,2.23
PVAc,CC(=O)OCC,88.10600000000001,0.5694,26.3,0.0,2.0,1.0,36.0,6.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3021127777269908,-0.4661718899744166,0.4661718899744166,0.3021127777269908,2.8312571099313644,49.50977500432694,4.99156383156272,2.770055610029662,5.469999999999999,2.693713646532438
PHEMA,CC(O)CO,76.095,-0.6405000000000001,40.46,2.0,2.0,1.0,32.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07423864406366021,-0.3937000421977661,0.3937000421977661,0.07423864406366021,2.5395388613593903,18.854752972273346,4.284457050376173,2.270055610029662,4.920000000000001,2.1751020408163266
PEG,OCCO,62.068000000000005,-1.0290000000000001,40.46,2.0,2.0,1.0,26.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06622663964681728,-0.3939905415754596,0.3939905415754596,0.06622663964681728,1.9747448713915894,6.0,3.414213562373095,1.914213562373095,3.9200000000000004,2.92
PEO,OCCOCC,90.122,0.01519999999999988,29.46,1.0,2.0,3.0,38.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06970519849679675,-0.39398034488025224,0.39398034488025224,0.06970519849679675,2.3390923149762908,17.509775004326936,4.82842712474619,2.914213562373095,5.92,4.920000000000001
PVP,C1=CC=CN=C1,79.10199999999999,1.0816,12.89,0.0,1.0,0.0,30.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02672876829526118,-0.264736970888988,0.264736970888988,0.02672876829526118,3.000000000000001,75.86113958768547,4.242640687119286,3.0,3.3441747572815532,1.5525827127910268
PVK,C1=CC=CC=N1,79.102,1.0816,12.89,0.0,1.0,0.0,30.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02672876829526118,-0.264736970888988,0.264736970888988,0.02672876829526118,3.000000000000001,75.86113958768547,4.242640687119286,3.0,3.3441747572815532,1.5525827127910268
PANI,C1=CC=CC=N1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDOT,C1=CSC=C1O,100.14199999999998,1.4536999999999998,20.23,1.0,2.0,0.0,32.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12574676677030175,-0.5070896792461062,0.5070896792461062,0.12574676677030175,3.049648321313926,111.10850553448522,4.405777393935816,2.893846850117352,3.6818181818181817,1.3047337278106508
PMI,C1=NC(=O)C=CN1,96.08899999999998,-0.23010000000000014,45.75,1.0,2.0,0.0,36.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27205368877044456,-0.35238534446448366,0.35238534446448366,0.27205368877044456,3.2753297760302096,175.38621243302316,5.112884175122364,3.393846850117352,4.050068027210885,1.5520524607896162
PBTL,OCCCCCC(=O)O,132.15900000000002,0.6236999999999999,57.53,2.0,2.0,5.0,54.0,9.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3028395686363328,-0.4812303897531619,0.4812303897531619,0.3028395686363328,2.8288681349096856,80.37215811651096,7.112884175122364,4.270055610029662,8.43,5.564589502018842
PHB,CC(O)C(=O)OCC,118.13199999999999,-0.0697000000000001,46.53,1.0,3.0,2.0,48.0,8.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33414768930295624,-0.464078219287178,0.464078219287178,0.33414768930295624,3.329150037184473,77.74296763342026,6.568914100752347,3.6807392125526213,7.43,3.43425867993602
PHBV,CC(O)C(=O)OCCC,132.159,0.3203999999999998,46.53,1.0,3.0,3.0,54.0,9.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3341576054626797,-0.46379506882736865,0.46379506882736865,0.3341576054626797,3.2754791212791776,88.30376252379817,7.276020881938895,4.180739212552622,8.43,4.322705118842072
PLA_Copolymer,CC(O)C(=O)OCCC,132.159,0.3203999999999998,46.53,1.0,3.0,3.0,54.0,9.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3341576054626797,-0.46379506882736865,0.46379506882736865,0.3341576054626797,3.2754791212791776,88.30376252379817,7.276020881938895,4.180739212552622,8.43,4.322705118842072
PET_Copolymer,OCCOC(=O)C1=CC=CC=C1,166.176,0.8356999999999999,46.53,1.0,3.0,3.0,64.0,12.0,1.0,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3377015252383046,-0.45965235017174666,0.45965235017174666,0.3377015252383046,2.539556056342092,243.21037742768323,8.811554787871634,5.842535255101096,8.743896713615024,4.512097517536597
Nylon_Copolymer,NCCCC(=O)NCCCC,158.24499999999998,0.6415999999999997,55.120000000000005,2.0,2.0,6.0,66.0,11.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2195431802275507,-0.35610648897830044,0.35610648897830044,0.2195431802275507,3.0894795282693233,104.26518047667868,8.52709773749546,5.308060412490447,10.430000000000001,7.536044538706258
TPU_Elastic,O=C(NCCCCN)OCCO,176.216,-0.5561999999999998,84.58000000000001,3.0,4.0,6.0,72.0,12.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4067089579456076,-0.4471194442606973,0.4471194442606973,0.4067089579456076,3.083720793951712,119.21911586970009,9.234204518682008,5.808060412490447,11.189999999999998,8.288135426889108
Silicone_PDMS,[Si](C)(C)O,75.16299999999998,0.22979999999999995,20.23,1.0,1.0,0.0,25.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19994896400989542,-0.431983938992313,0.431983938992313,0.19994896400989542,2.3237900077244498,10.75488750216347,3.5773502691896257,1.7320508075688772,4.176883116883115,1.491657051966102
